Date,Close,High,Low,Open,Volume
2021-01-04 00:00:00,6068.225098,6085.981426,5966.126212,6037.151524,47937000
2021-01-05 00:00:00,6294.619141,6294.619141,6081.543175,6090.421341,104831000
2021-01-06 00:00:00,6165.885742,6281.30189,6108.177668,6259.106477,89753500
2021-01-07 00:00:00,6183.64209,6259.106494,6134.812181,6214.715668,71360000
2021-01-08 00:00:00,6259.105957,6285.74045,6192.519723,6245.78871,75033500
2021-01-11 00:00:00,6521.012207,6534.329455,6343.448907,6347.887989,169034500
2021-01-12 00:00:00,6356.765625,6552.085239,6356.765625,6521.011664,95235000
2021-01-13 00:00:00,6321.253418,6458.864974,6276.862593,6432.230479,76581500
2021-01-14 00:00:00,6232.472656,6294.619819,6210.277241,6259.107155,89319500
2021-01-15 00:00:00,6174.76416,6303.497561,6072.665256,6299.058478,89853500
2021-01-18 00:00:00,6321.253418,6325.6925,6077.103883,6174.763697,86343000
2021-01-19 00:00:00,6299.057617,6321.253028,6219.154138,6321.253028,73777000
2021-01-20 00:00:00,6299.057617,6476.620904,6276.862206,6361.204768,107216000
2021-01-21 00:00:00,6281.302734,6481.061479,6267.985485,6463.305146,66428000
2021-01-22 00:00:00,6285.740234,6356.765548,6281.301152,6281.301152,80829000
2021-01-25 00:00:00,6245.789063,6392.278785,6214.715485,6392.278785,76836500
2021-01-26 00:00:00,6054.90918,6214.716167,6054.90918,6174.76442,98658000
2021-01-27 00:00:00,6028.274414,6152.568732,5952.810007,6054.908911,97920000
2021-01-28 00:00:00,6125.933594,6148.129005,6028.273783,6028.273783,104627000
2021-01-29 00:00:00,6001.639648,6214.715612,6001.639648,6125.933961,132762500
2021-02-01 00:00:00,6054.90918,6143.690839,5855.150446,6001.640184,113129000
2021-02-02 00:00:00,6037.152832,6196.959819,6037.152832,6183.64257,86741000
2021-02-03 00:00:00,6059.347656,6214.715545,6059.347656,6214.715545,67291000
2021-02-04 00:00:00,6085.98291,6214.71632,6068.226578,6143.69099,80950500
2021-02-05 00:00:00,6139.250977,6170.324553,6085.981988,6099.299235,51602000
2021-02-08 00:00:00,6143.69043,6263.545662,6108.177768,6259.106579,45604000
2021-02-09 00:00:00,6196.958496,6241.349316,6174.763086,6214.714824,75574000
2021-02-10 00:00:00,6143.69043,6259.106579,6125.934099,6259.106579,44984500
2021-02-11 00:00:00,6108.177734,6201.39847,6072.665073,6201.39847,36926000
2021-02-15 00:00:00,6037.152832,6117.056325,5966.127505,6063.78733,83922000
2021-02-16 00:00:00,6161.446289,6165.885371,6063.786478,6108.177301,47221000
2021-02-17 00:00:00,6125.933594,6179.202582,6081.542771,6117.055429,66011500
2021-02-18 00:00:00,5979.444336,6125.934064,5979.444336,6081.543237,91204000
2021-02-19 00:00:00,6059.347656,6081.543069,6001.639583,6019.395913,70487500
2021-02-22 00:00:00,6028.274414,6161.446897,6028.274414,6125.934235,68913000
2021-02-23 00:00:00,6059.347656,6077.103986,6014.956831,6054.908574,58360000
2021-02-24 00:00:00,5970.566406,6068.226229,5970.566406,6059.348063,71869000
2021-02-25 00:00:00,5952.808594,6010.516656,5930.613185,5983.882166,78688000
2021-02-26 00:00:00,5957.249023,6046.030678,5899.540948,5952.809941,173631500
2021-03-01 00:00:00,6254.666992,6254.666992,6037.151958,6063.786452,205539000
2021-03-02 00:00:00,6228.032227,6356.765608,6214.71498,6321.252951,81446500
2021-03-03 00:00:00,6214.71582,6290.180227,6214.71582,6272.423896,84470000
2021-03-04 00:00:00,5966.127441,6214.716085,5966.127441,6130.373509,120802500
2021-03-05 00:00:00,6037.152832,6148.129906,5966.127505,5966.127505,111871500
2021-03-08 00:00:00,5966.127441,6170.325256,5966.127441,6170.325256,90883000
2021-03-09 00:00:00,5864.027344,5961.687148,5859.588262,5948.369902,135582000
2021-03-10 00:00:00,5952.808594,5966.125839,5877.344204,5966.125839,50302000
2021-03-12 00:00:00,6006.07959,6108.178504,5961.688758,6103.739421,74328000
2021-03-15 00:00:00,5917.297363,6054.90893,5917.297363,6050.469847,57416000
2021-03-16 00:00:00,5881.783691,5957.248086,5877.344609,5957.248086,70755500
