Date,Close,High,Low,Open,Volume
2021-01-04 00:00:00,5298.090332,5298.090332,4816.445756,5009.103587,34467200
2021-01-05 00:00:00,5538.912598,5611.159284,5201.761396,5298.090311,66285900
2021-01-06 00:00:00,5587.077148,5659.323836,5177.679254,5635.241607,42312200
2021-01-07 00:00:00,6333.625977,6694.859397,5635.241363,5683.405819,142914600
2021-01-08 00:00:00,6261.379395,6743.023963,6237.297166,6405.872765,80518500
2021-01-11 00:00:00,6020.557129,6285.461643,5972.392672,6261.379414,70983200
2021-01-12 00:00:00,6237.296875,6405.872466,5900.145693,6020.556829,75061400
2021-01-13 00:00:00,6405.872559,6598.53038,6189.13251,6333.625876,80107500
2021-01-14 00:00:00,6357.708008,6839.352554,6261.379099,6405.872462,121101200
2021-01-15 00:00:00,6381.790527,6743.023953,6357.708299,6622.612811,50165400
2021-01-18 00:00:00,5972.393066,6502.202129,5948.310836,6357.708748,51284100
2021-01-19 00:00:00,5731.570313,5948.310366,5562.994715,5948.310366,74430300
2021-01-20 00:00:00,6405.872559,6429.954786,5707.487956,5731.570184,75949000
2021-01-21 00:00:00,6478.119629,6622.613004,6285.461796,6526.284087,45688300
2021-01-22 00:00:00,6092.803711,6502.201589,6044.639255,6478.119361,41096600
2021-01-25 00:00:00,6116.885742,6213.214652,5707.487878,6068.721288,32262200
2021-01-26 00:00:00,5924.228027,6333.625899,5803.816889,6165.050305,29133900
2021-01-27 00:00:00,5538.912598,5948.310485,5514.830369,5924.228257,60646700
2021-01-28 00:00:00,5201.76123,5538.912421,5153.596775,5394.419054,76528100
2021-01-29 00:00:00,5298.090332,5659.323764,5033.185815,5298.090332,55872500
2021-02-01 00:00:00,6020.557129,6068.721586,5033.18576,5394.419188,87291800
2021-02-02 00:00:00,5683.405762,6140.96809,5635.241306,6116.885862,50442600
2021-02-03 00:00:00,5635.241699,5876.063994,5538.912781,5803.817306,24288200
2021-02-04 00:00:00,5635.241699,5803.817306,5538.912781,5659.323929,18261900
2021-02-05 00:00:00,5803.817383,5851.981842,5587.077315,5683.406234,26852100
2021-02-08 00:00:00,5924.228027,6020.556938,5827.899116,5924.228027,29191400
2021-02-09 00:00:00,5731.570313,5972.392595,5635.2414,5972.392595,28008900
